MAJ   ; Latitude ; Longitude 
CHAPELLE DES BOIS ;46.6;6.116667
CHAPELLE D HUIN ;46.933333;6.166667
CHARBONNIERES LES SAPINS ;47.15;6.216667
CHARMAUVILLERS   ;47.233333;6.916667
CHARMOILLE   ;47.25;6.666667
CHARNAY   ;47.133333;5.95
CHARQUEMONT   ;47.216667;6.816667
CHASNANS   ;47.083333;6.316667
CHASSAGNE SAINT DENIS ;47.083333;6.116667
CHATELBLANC   ;46.675;6.116667
CHATILLON GUYOTTE  ;47.333333;6.166667
CHATILLON LE DUC ;47.3;6.016667
CHAUCENNE   ;47.283333;5.9
CHAUDEFONTAINE   ;47.333333;6.166667
LA CHAUX  ;47.016667;6.433333
CHAUX LES CLERVAL ;47.383333;6.516667
CHAUX LES PASSAVANT ;47.233333;6.366667
CHAY   ;47.033333;5.866667
CHAZELOT   ;47.483333;6.333333
CHAZOT   ;47.333333;6.55
CHEMAUDIN   ;47.216667;5.9
LA CHENALOTTE  ;47.116667;6.683333
CHENECEY BUILLON  ;47.133333;5.966667
CHEVIGNEY SUR L OGNON;47.3;5.833333
CHEVROZ   ;47.333333;6
CHOUZELOT   ;47.1;5.9
CLERON   ;47.083333;6.066667
CLERVAL   ;47.4;6.5
LA CLUSE ET MIJOUX;46.883333;6.383333
COLOMBIER CHATELOT  ;47.433333;6.633333
COLOMBIER FONTAINE  ;47.45;6.7
LES COMBES  ;47.066667;6.55
CONSOLATION MAISONNETTES  ;47.15;6.6
CORCELLE MIESLOT  ;47.366667;6.183333
CORCONDRAY   ;47.233333;5.833333
CORDIRON   ;47.266667;5.8
COTEBRUNE   ;47.25;6.316667
COTTIER   ;47.216667;5.766667
COURCHAPON   ;47.266667;5.75
COUR SAINT MAURICE ;47.25;6.7
   ;47.316667;6.916667
COURTETAIN ET SALANS ;47.25;6.416667
COURVIERES   ;46.866667;6.116667
CROSEY LE GRAND ;47.35;6.533333
CROSEY LE PETIT ;47.35;6.483333
LE CROUZET  ;46.7;6.133333
CROUZET MIGETTE  ;46.95;6.016667
CUBRIAL   ;47.5;6.416667
CUBRY   ;47.5;6.416667
CUSANCE   ;47.316667;6.416667
CUSE ET ADRISANS ;47.483333;6.4
CUSSEY SUR L OGNON;47.333333;5.933333
DAMBELIN   ;47.383333;6.683333
DAMBENOIS   ;47.55;6.866667
DAMMARTIN LES TEMPLIERS ;47.283333;6.266667
DAMPIERRE LES BOIS ;47.5;6.916667
DAMPIERRE SUR LE DOUBS;47.466667;6.733333
DAMPJOUX   ;47.35;6.766667
DAMPRICHARD   ;47.25;6.883333
DANNEMARIE   ;47.383333;6.9
DANNEMARIE SUR CRETE ;47.2;5.866667
DASLE   ;47.483333;6.9
DELUZ   ;47.3;6.2
DESANDANS   ;47.533333;6.666667
DESERVILLERS   ;47;6.066667
DEVECEY   ;47.333333;6.016667
DOMMARTIN   ;46.916667;6.316667
DOMPIERRE LES TILLEULS ;46.866667;6.183333
DOMPREL   ;47.2;6.466667
DOUBS   ;46.933333;6.35
DOULAIZE   ;47.033333;5.983333
DROITFONTAINE   ;47.283333;6.7
DUNG   ;47.5;6.75
DURNES   ;47.1;6.233333
ECHAY   ;47.05;5.95
LES ECORCES  ;47.216667;6.8
ECOT   ;47.433333;6.733333
L ECOUVOTTE  ;47.333333;6.25
ECURCEY   ;47.4;6.816667
EMAGNY   ;47.316667;5.866667
EPENOUSE   ;47.216667;6.4
EPENOY   ;47.133333;6.366667
EPEUGNEY   ;47.116667;6.033333
ESNANS   ;47.333333;6.316667
ETALANS   ;47.15;6.266667
ETERNOZ   ;47;6.033333
ETOUVANS   ;47.466667;6.716667
ETRABONNE   ;47.233333;5.75
ETRAPPE   ;47.466667;6.583333
ETRAY   ;47.116667;6.35
ETUPES   ;47.5;6.866667
EVILLERS   ;47;6.233333
EXINCOURT   ;47.5;6.833333
EYSSON   ;47.2;6.433333
FAIMBE   ;47.483333;6.616667
FALLERANS   ;47.133333;6.283333
FERRIERES LE LAC ;47.266667;6.9
FERRIERES LES BOIS ;47.2;5.8
FERTANS   ;47.05;6.066667
FESCHES LE CHATEL ;47.516667;6.9
FESSEVILLERS   ;47.283333;6.916667
FEULE   ;47.35;6.733333
LES FINS  ;47.083333;6.633333
FLAGEY   ;47.033333;6.116667
FLAGEY RIGNEY  ;47.416667;6.233333
FLANGEBOUCHE   ;47.133333;6.466667
FLEUREY   ;47.3;6.783333
FONTAIN   ;47.2;6.016667
FONTENELLE MONTBY  ;47.45;6.416667
LES FONTENELLES  ;47.2;6.75
FONTENOTTE   ;47.383333;6.316667
FOURBANNE   ;47.333333;6.3
FOURG   ;47.1;5.816667
LES FOURGS  ;46.833333;6.416667
FOURNET BLANCHEROCHE  ;47.166667;6.833333
FRAMBOUHANS   ;47.216667;6.766667
FRANEY   ;47.266667;5.816667
FRANOIS   ;47.233333;5.933333
LE FRIOLAIS  ;47.25;6.75
FROIDEVAUX   ;47.3;6.7
FUANS   ;47.133333;6.583333
GELLIN   ;46.74165;6.251498
GEMONVAL   ;47.533333;6.583333
GENEUILLE   ;47.316667;5.966667
GENEY   ;47.483333;6.566667
GENNES   ;47.25;6.116667
GERMEFONTAINE   ;47.216667;6.466667
GERMONDANS   ;47.416667;6.183333
GEVRESIN   ;46.966667;6.05
GILLEY   ;47.05;6.483333
GLAINANS   ;47.383333;6.583333
GLAMONDANS   ;47.266667;6.283333
GLAY   ;47.4;6.883333
GLERE   ;47.35;7
GONDENANS MONTBY  ;47.433333;6.45
GONDENANS LES MOULINS ;47.466667;6.383333
GONSANS   ;47.233333;6.3
GOUHELANS   ;47.45;6.35
GOUMOIS   ;47.266667;6.95
GOUX LES DAMBELIN ;47.4;6.666667
GOUX LES USIERS ;46.966667;6.283333
GOUX SOUS LANDET ;47.083333;5.933333
GRAND CHARMONT  ;47.533333;6.833333
GRAND COMBE DES BOIS;47.133333;6.8
GRANDFONTAINE   ;47.2;5.9
GRANDFONTAINE SUR CREUSE ;47.2;6.45
LA GRANGE  ;47.283333;6.666667
GRANGES NARBOZ  ;46.883333;6.316667
GRANGES SAINTE MARIE ;46.783333;6.283333
LES GRANGETTES  ;46.833333;6.316667
LES GRAS  ;47;6.55
LE GRATTERIS  ;47.183333;6.133333
GROSBOIS   ;47.35;6.3
GUILLON LES BAINS ;47.316667;6.4
GUYANS DURNES  ;47.116667;6.25
GUYANS VENNES  ;47.15;6.566667
HAUTERIVE LA FRESSE ;46.966667;6.45
HERIMONCOURT   ;47.433333;6.883333
L HOPITAL DU GROSBOIS;47.166667;6.233333
L HOPITAL SAINT LIEFFROY;47.4;6.45
LES HOPITAUX NEUFS ;46.783333;6.383333
LES HOPITAUX VIEUX ;46.783333;6.366667
HOUTAUD   ;46.916667;6.316667
HUANNE MONTMARTIN  ;47.433333;6.35
HYEMONDANS   ;47.383333;6.65
HYEVRE MAGNY  ;47.366667;6.433333
HYEVRE PAROISSE  ;47.366667;6.433333
INDEVILLERS   ;47.316667;6.95
L ISLE SUR LE;47.45;6.583333
ISSANS   ;47.533333;6.733333
JALLERANGE   ;47.25;5.716667
JOUGNE   ;46.766667;6.4
LABERGEMENT DU NAVOIS ;46.966667;6.083333
LABERGEMENT SAINTE MARIE ;46.783333;6.283333
VILLERS LE LAC ;47.066667;6.666667
LAIRE   ;47.55;6.733333
LAISSEY   ;47.3;6.233333
LANANS   ;47.3;6.45
LANDRESSE   ;47.25;6.466667
LANTENNE VERTIERE  ;47.233333;5.783333
LANTHENANS   ;47.4;6.633333
LARNOD   ;47.183333;5.966667
LAVAL LE PRIEURE ;47.183333;6.616667
LAVANS QUINGEY  ;47.083333;5.883333
LAVANS VUILLAFANS  ;47.083333;6.25
LAVERNAY   ;47.25;5.816667
LAVIRON   ;47.25;6.55
LEVIER   ;46.95;6.133333
LIEBVILLERS   ;47.333333;6.783333
LIESLE   ;47.05;5.816667
LIEVREMONT   ;46.966667;6.433333
LIZINE   ;47.05;6
LODS   ;47.05;6.25
LOMONT SUR CRETE ;47.333333;6.433333
LONGECHAUX   ;47.166667;6.433333
LONGEMAISON   ;47.083333;6.466667
LONGEVELLE SUR DOUBS ;47.45;6.65
LONGEVILLE   ;47.033333;6.233333
LA LONGEVILLE  ;47;6.466667
LONGEVILLES MONT D OR;46.75;6.2931
LORAY   ;47.15;6.5
LOUGRES   ;47.466667;6.683333
LE LUHIER  ;47.166667;6.65
LUISANS   ;47.1;6.55
LUSANS   ;47.35;6.2
LUXIOL   ;47.383333;6.35
MAICHE   ;47.25;6.8
MALBRANS   ;47.116667;6.083333
MALBUISSON   ;46.8;6.3
MALPAS   ;46.833333;6.283333
MAMBOUHANS   ;47.366667;6.65
MAMIROLLE   ;47.2;6.166667
MANCENANS   ;47.45;6.533333
MANCENANS LIZERNE  ;47.266667;6.783333
MANDEURE   ;47.45;6.8
MARCHAUX   ;47.316667;6.133333
MARVELISE   ;47.516667;6.6
MATHAY   ;47.433333;6.783333
MAZEROLLES LE SALIN ;47.233333;5.866667
MEDIERE   ;47.45;6.6
MERCEY LE GRAND ;47.216667;5.733333
MEREY SOUS MONTROND ;47.15;6.066667
MEREY VIEILLEY  ;47.333333;6.066667
MESANDANS   ;47.433333;6.366667
MESLIERES   ;47.416667;6.883333
MESMAY   ;47.066667;5.85
METABIEF   ;46.783333;6.35
MISEREY SALINES  ;47.283333;5.966667
MONCEY   ;47.366667;6.116667
MONCLEY   ;47.316667;5.9
MONDON   ;47.45;6.316667
MONTANCY   ;47.366667;7.016667
MONTANDON   ;47.3;6.833333
MONTBELIARD   ;47.516667;6.8
MONTBELIARDOT   ;47.183333;6.65
MONTBENOIT   ;46.983333;6.466667
MONT DE LAVAL ;47.166667;6.633333
MONT DE VOUGNEY ;47.233333;6.716667
MONTECHEROUX   ;47.35;6.8
MONTENOIS   ;47.5;6.666667
MONTFAUCON   ;47.233333;6.083333
MONTFERNEY   ;47.483333;6.333333
MONTFERRAND LE CHATEAU ;47.183333;5.933333
MONTFLOVIN   ;46.983333;6.45
MONTFORT   ;47.066667;5.9
MONTGESOYE   ;47.083333;6.2
MONTIVERNAGE   ;47.316667;6.433333
MONTJOIE LE CHATEAU ;47.35;6.9
MONTLEBON   ;47.033333;6.616667
MONTMAHOUX   ;46.983333;6.033333
MONTPERREUX   ;46.833333;6.333333
MONTROND LE CHATEAU ;47.133333;6.05
MONTURSIN   ;47.35;6.95
MONTUSSAINT   ;47.433333;6.3
MORCHAMPS   ;47.45;6.333333
MORRE   ;47.233333;6.066667
MORTEAU   ;47.066667;6.616667
MOUILLEVILLERS   ;47.3;6.8
MOUTHE   ;46.716667;6.166667
LE MOUTHEROT  ;47.25;5.733333
MOUTHIER HAUTE PIERRE ;47.033333;6.266667
MYON   ;47.016667;5.933333
NANCRAY   ;47.25;6.183333
NANS   ;47.483333;6.416667
NANS SOUS SAINTE ANNE;46.983333;6
NARBIEF   ;47.133333;6.7
NEUCHATEL URTIERE  ;47.366667;6.733333
NODS   ;47.1;6.333333
NOEL CERNEUX  ;47.1;6.666667
NOIREFONTAINE   ;47.35;6.766667
NOIRONTE   ;47.266667;5.883333
NOMMAY   ;47.533333;6.85
NOVILLARS   ;47.283333;6.133333
OLLANS   ;47.416667;6.25
ONANS   ;47.5;6.616667
ORCHAMPS VENNES  ;47.133333;6.533333
ORNANS   ;47.1;6.15
ORSANS   ;47.25;6.383333
ORVE   ;47.333333;6.55
OSSE   ;47.266667;6.216667
OSSELLE   ;47.133333;5.85
OUGNEY DOUVOT  ;47.316667;6.283333
OUHANS   ;47;6.3
OUVANS   ;47.283333;6.483333
OYE ET PALLET ;46.85;6.333333
PALANTINE   ;47.083333;5.95
PALISE   ;47.366667;6.083333
PAROY   ;47.05;5.883333
PASSAVANT   ;47.283333;6.383333
PASSONFONTAINE   ;47.1;6.416667
PELOUSEY   ;47.283333;5.916667
PESSANS   ;47.066667;5.883333
PETITE CHAUX  ;46.7;6.133333
PIERREFONTAINE LES VARANS ;47.216667;6.55
PIREY   ;47.266667;5.966667
PLACEY   ;47.266667;5.85
PLAIMBOIS DU MIROIR ;47.183333;6.65
PLAIMBOIS VENNES  ;47.183333;6.55
LA PLANEE  ;46.833333;6.283333
POINTVILLERS   ;47.066667;5.9
POMPIERRE SUR DOUBS ;47.416667;6.516667
PONTARLIER   ;46.9;6.366667
PONT DE ROIDE ;47.383333;6.766667
LES PONTETS  ;46.716667;6.166667
PONT LES MOULINS ;47.316667;6.366667
POUILLEY FRANCAIS  ;47.2;5.85
POUILLEY LES VIGNES ;47.25;5.933333
POULIGNEY LUSANS  ;47.333333;6.2
PRESENTEVILLERS   ;47.5;6.733333
LA PRETIERE  ;47.45;6.616667
PROVENCHERE   ;47.283333;6.65
PUESSANS   ;47.433333;6.316667
PUGEY   ;47.183333;5.983333
LE PUY  ;47.35;6.233333
QUINGEY   ;47.1;5.883333
RAHON   ;47.316667;6.583333
RANCENAY   ;47.183333;5.95
RANDEVILLERS   ;47.316667;6.516667
RANG   ;47.433333;6.566667
RANTECHAUX   ;47.116667;6.383333
RAYNANS   ;47.533333;6.716667
   ;47.266667;5.833333
RECULFOZ   ;46.691667;6.166667
REFRANCHE   ;47.033333;6
RENNES SUR LOUE ;47.016667;5.85
REUGNEY   ;47.016667;6.15
RIGNEY   ;47.383333;6.183333
RIGNOSOT   ;47.383333;6.2
RILLANS   ;47.416667;6.366667
LA RIVIERE DRUGEON ;46.866667;6.216667
ROCHEJEAN   ;46.75;6.3
ROCHE LES CLERVAL ;47.366667;6.483333
ROCHES LES BLAMONT ;47.416667;6.85
ROGNON   ;47.416667;6.316667
RONCHAUX   ;47.05;5.9
RONDEFONTAINE   ;46.7328;6.18133
ROSIERES SUR BARBECHE ;47.316667;6.666667
ROSUREUX   ;47.216667;6.683333
ROUGEMONT   ;47.483333;6.35
ROUGEMONTOT   ;47.4;6.266667
ROUHE   ;47.083333;5.966667
ROULANS   ;47.316667;6.233333
ROUTELLE   ;47.166667;5.85
RUFFEY LE CHATEAU ;47.283333;5.8
RUREY   ;47.1;6.016667
LE RUSSEY  ;47.166667;6.733333
SAINTE ANNE  ;46.95;5.983333
SAINT ANTOINE  ;46.783333;6.333333
SAINTE COLOMBE  ;46.883333;6.266667
SAINT GEORGES ARMONT ;47.4;6.55
SAINT GORGON MAIN ;47.016667;6.333333
SAINT HILAIRE  ;47.333333;6.25
SAINT HIPPOLYTE  ;47.316667;6.816667
SAINT JUAN  ;47.283333;6.366667
SAINT JULIEN LES MONTBELIARD;47.516667;6.716667
SAINTE MARIE  ;47.5;6.7
SAINT POINT LAC ;46.816667;6.3
SAINTE SUZANNE  ;47.5;6.766667
SAINT VIT  ;47.183333;5.816667
SAMSON   ;47.05;5.883333
SANCEY LE GRAND ;47.3;6.583333
SANCEY LE LONG ;47.3;6.6
SANTOCHE   ;47.4;6.516667
SAONE   ;47.233333;6.116667
SARAZ   ;47;5.983333
SAULES   ;47.116667;6.2
SAUVAGNEY   ;47.333333;5.9
SECHIN   ;47.333333;6.283333
SELONCOURT   ;47.466667;6.866667
SEMONDANS   ;47.55;6.7
SEPTFONTAINES   ;46.983333;6.183333
SERRE LES SAPINS ;47.25;5.933333
SERVIGNEY   ;47.45;6.3
SERVIN   ;47.3;6.466667
SILLEY AMANCEY  ;47.033333;6.133333
SILLEY BLEFOND  ;47.316667;6.333333
SOCHAUX   ;47.516667;6.833333
SOLEMONT   ;47.35;6.7
SOMBACOUR   ;46.95;6.266667
LA SOMMETTE  ;47.183333;6.516667
SOULCE CERNAY  ;47.316667;6.85
SOURANS   ;47.4;6.633333
SOYE   ;47.45;6.5
SURMONT   ;47.283333;6.616667
TAILLECOURT   ;47.5;6.85
TALLANS   ;47.416667;6.283333
TALLENAY   ;47.3;6.033333
TARCENAY   ;47.15;6.116667
THIEBOUHANS   ;47.283333;6.85
THISE   ;47.283333;6.083333
THORAISE   ;47.166667;5.9
THULAY   ;47.416667;6.866667
THUREY LE MONT ;47.366667;6.116667
TORPES   ;47.166667;5.883333
TOUILLON ET LOUTELET ;46.783333;6.35
LA TOUR DE SCAY;47.383333;6.233333
TOURNANS   ;47.416667;6.333333
TOURNEDOZ   ;47.366667;6.6
TREPOT   ;47.166667;6.15
TRESSANDANS   ;47.5;6.333333
TREVILLERS   ;47.283333;6.866667
TROUVANS   ;47.416667;6.35
URTIERE   ;47.25;6.933333
UZELLE   ;47.466667;6.433333
VAIRE LE PETIT ;47.283333;6.15
VAIVRE   ;47.366667;6.7
VAL DE ROULANS ;47.366667;6.266667
VALENTIGNEY   ;47.466667;6.833333
VALLEROY   ;47.383333;6.116667
VALONNE   ;47.35;6.666667
VALOREILLE   ;47.3;6.75
VANCLANS   ;47.1;6.366667
VANDONCOURT   ;47.466667;6.9
VAUCHAMPS   ;47.266667;6.25
VAUCLUSE   ;47.25;6.683333
VAUCLUSOTTE   ;47.283333;6.733333
VAUDRIVILLERS   ;47.283333;6.433333
VAUFREY   ;47.35;6.916667
VAUX ET CHANTEGRUE ;46.8;6.25
VAUX LES PRES ;47.233333;5.883333
VELESMES ESSARTS  ;47.183333;5.866667
VELLEROT LES BELVOIR ;47.35;6.6
VELLEROT LES VERCEL ;47.25;6.45
VELLEVANS   ;47.316667;6.5
VENISE   ;47.35;6.116667
VENNANS   ;47.333333;6.233333
VERCEL VILLEDIEU LE CAMP;47.183333;6.4
VERGRANNE   ;47.416667;6.4
VERMONDANS   ;47.383333;6.75
VERNE   ;47.4;6.35
VERNIERFONTAINE   ;47.1;6.3
VERNOIS LE FOL ;47.35;6.983333
VERNOIS LES BELVOIR ;47.316667;6.65
LE VERNOY  ;47.566667;6.683333
LA VEZE  ;47.216667;6.066667
VIEILLEY   ;47.333333;6.083333
VIETHOREY   ;47.433333;6.433333
VIEUX CHARMONT  ;47.516667;6.833333
VILLARS LES BLAMONT ;47.366667;6.866667
VILLARS SAINT GEORGES ;47.116667;5.833333
VILLARS SOUS DAMPJOUX ;47.35;6.766667
VILLARS SOUS ECOT ;47.416667;6.7
LES VILLEDIEU  ;46.725;6.241667
VILLE DU PONT ;47;6.483333
VILLENEUVE D AMONT ;46.933333;6.033333
VILLERS BUZON  ;47.233333;5.85
VILLERS CHIEF  ;47.233333;6.45
VILLERS GRELOT  ;47.35;6.233333
VILLERS LA COMBE ;47.233333;6.45
VILLERS SAINT MARTIN ;47.35;6.416667
VILLERS SOUS CHALAMONT ;46.9;6.05
VILLERS SOUS MONTROND ;47.15;6.083333
VOILLANS   ;47.383333;6.416667
VOIRES   ;47.1;6.25
VORGES LES PINS ;47.15;5.933333
VOUJEAUCOURT   ;47.466667;6.766667
VUILLAFANS   ;47.066667;6.216667
VUILLECIN   ;46.933333;6.316667
VYT LES BELVOIR ;47.35;6.616667
AIX EN DIOIS ;44.716667;5.416667
ALBON   ;45.233333;4.866667
ALEYRAC   ;44.5;4.95
ALIXAN   ;44.966667;5.033333
ALLAN   ;44.483333;4.783333
ALLEX   ;44.766667;4.916667
AMBONIL   ;44.783333;4.9
ANCONE   ;44.583333;4.733333
ANDANCETTE   ;45.233333;4.8
ANNEYRON   ;45.266667;4.9
AOUSTE SUR SYE ;44.716667;5.05
ARNAYON   ;44.483333;5.316667
ARPAVON   ;44.366667;5.266667
ARTHEMONAY   ;45.133333;5.05
AUBENASSON   ;44.683333;5.15
AUBRES   ;44.383333;5.166667
AUCELON   ;44.633333;5.35
AULAN   ;44.216667;5.433333
AUREL   ;44.7;5.3
AUTICHAMP   ;44.683333;4.95
BALLONS   ;44.25;5.65
BARBIERES   ;44.95;5.133333
BARCELONNE   ;44.866667;5.05
BARNAVE   ;44.65;5.366667
BARRET DE LIOURE ;44.183333;5.5
BARSAC   ;44.733333;5.283333
BATHERNAY   ;45.183333;5
LA BATIE CREMEZIN ;44.583333;5.583333
LA BATIE DES FONDS;44.516667;5.633333
LA BATIE ROLLAND ;44.55;4.85
LA BAUME CORNILLANE ;44.816667;5.05
LA BAUME DE TRANSIT;44.35;4.866667
LA BAUME D HOSTUN;45.05;5.233333
BEAUFORT SUR GERVANNE ;44.783333;5.15
BEAUMONT EN DIOIS ;44.566667;5.466667
BEAUMONT LES VALENCE ;44.866667;4.966667
BEAUMONT MONTEUX  ;45.016667;4.916667
BEAUREGARD BARET  ;44.983333;5.183333
BEAURIERES   ;44.583333;5.55
BEAUSEMBLANT   ;45.216667;4.833333
BEAUVALLON   ;44.866667;4.916667
BEAUVOISIN   ;44.3;5.216667
BECONNE   ;44.5;5.05
LA BEGUDE DE MAZENC;44.533333;4.933333
BELLECOMBE TARENDOL  ;44.35;5.35
BELLEGARDE EN DIOIS ;44.533333;5.433333
BENIVAY OLLON  ;44.3;5.183333
BESAYES   ;44.966667;5.083333
BESIGNAN   ;44.316667;5.333333
BEZAUDUN SUR BINE ;44.6;5.166667
BONLIEU SUR ROUBION ;44.583333;4.866667
BONNEVAL EN DIOIS ;44.633333;5.616667
BOUCHET   ;44.3;4.883333
BOULC   ;44.65;5.566667
BOURDEAUX   ;44.583333;5.133333
BOURG DE PEAGE ;45.033333;5.05
BOURG LES VALENCE ;44.95;4.883333
BOUVIERES   ;44.5;5.216667
BREN   ;45.133333;4.933333
BRETTE   ;44.583333;5.316667
BUIS LES BARONNIES ;44.266667;5.266667
CHABEUIL   ;44.9;5.016667
CHABRILLAN   ;44.716667;4.933333
LE CHAFFAL  ;44.866667;5.183333
CHALANCON   ;44.516667;5.35
LE CHALON  ;45.15;5.083333
CHAMALOC   ;44.8;5.383333
CHAMARET   ;44.4;4.9
CHANOS CURSON  ;45.066667;4.916667
CHANTEMERLE LES BLES ;45.1;4.916667
CHANTEMERLE LES GRIGNAN ;44.4;4.833333
LA CHAPELLE EN VERCORS;44.966667;5.416667
LA CHARCE  ;44.466667;5.45
CHARENS   ;44.55;5.516667
CHARMES SUR L HERBASSE;45.133333;5.016667
CHAROLS   ;44.583333;4.95
CHARPEY   ;44.933333;5.1
CHASTEL ARNAUD  ;44.666667;5.2
CHATEAUDOUBLE   ;44.9;5.1
CHATEAUNEUF DE BORDETTE ;44.333333;5.183333
CHATEAUNEUF DE GALAURE ;45.216667;4.95
CHATEAUNEUF DU RHONE ;44.483333;4.716667
CHATILLON EN DIOIS ;44.683333;5.466667
CHATILLON SAINT JEAN ;45.083333;5.133333
CHATUZANGE LE GOUBET ;45;5.083333
CHAUDEBONNE   ;44.466667;5.233333
LA CHAUDIERE  ;44.633333;5.216667
CHAUVAC   ;44.316667;5.516667
CHAVANNES   ;45.083333;4.85
CLANSAYES   ;44.366667;4.8
CLAVEYSON   ;45.183333;4.933333
CLEON D ANDRAN ;44.616667;4.933333
CLERIEUX   ;45.083333;4.966667
CLIOUSCLAT   ;44.716667;4.833333
COBONNE   ;44.766667;5.083333
COLONZELLE   ;44.4;4.916667
COMBOVIN   ;44.866667;5.083333
COMPS   ;44.533333;5.116667
CONDILLAC   ;44.633333;4.816667
CORNILLAC   ;44.45;5.383333
CORNILLON SUR L OULE;44.466667;5.366667
LA COUCOURDE  ;44.65;4.783333
CREPOL   ;45.183333;5.066667
CREST   ;44.733333;5.033333
CREYERS   ;44.683333;5.55
CROZES HERMITAGE  ;45.083333;4.833333
CRUPIES   ;44.566667;5.166667
CURNIER   ;44.383333;5.233333
DIE   ;44.75;5.366667
DIEULEFIT   ;44.516667;5.066667
DIVAJEU   ;44.7;5.016667
DONZERE   ;44.45;4.716667
ECHEVIS   ;45.016667;5.383333
EPINOUZE   ;45.316667;4.916667
EROME   ;45.116667;4.816667
ESPELUCHE   ;44.516667;4.816667
ESPENEL   ;44.683333;5.233333
ESTABLET   ;44.516667;5.45
ETOILE SUR RHONE ;44.833333;4.9
EURRE   ;44.766667;4.983333
EYGALAYES   ;44.233333;5.616667
EYGALIERS   ;44.233333;5.283333
EYMEUX   ;45.083333;5.166667
EYROLES   ;44.416667;5.216667
EYZAHUT   ;44.566667;5.016667
FAY LE CLOS ;45.216667;4.916667
FERRASSIERES   ;44.133333;5.483333
FRANCILLON SUR ROUBION ;44.616667;5.083333
LA GARDE ADHEMAR ;44.4;4.75
GENISSIEUX   ;45.083333;5.083333
GEYSSANS   ;45.133333;5.1
GIGORS ET LOZERON ;44.8;5.133333
GLANDAGE   ;44.683333;5.6
LE GRAND SERRE ;45.266667;5.1
GRANE   ;44.733333;4.916667
LES GRANGES GONTARDES ;44.416667;4.766667
GRIGNAN   ;44.416667;4.9
GUMIANE   ;44.516667;5.25
HAUTERIVES   ;45.25;5.033333
HOSTUN   ;45.033333;5.2
IZON LA BRUISSE ;44.25;5.6
JANSAC   ;44.65;5.383333
JONCHERES   ;44.566667;5.4
LABOREL   ;44.283333;5.6
LACHAU   ;44.233333;5.65
LAPEYROUSE MORNAY  ;45.316667;5
LARNAGE   ;45.083333;4.866667
LA LAUPIE  ;44.6;4.833333
LAUX MONTAUX  ;44.316667;5.55
LAVAL D AIX ;44.716667;5.433333
LAVEYRON   ;45.2;4.833333
LENS LESTANG  ;45.283333;5.033333
LEONCEL   ;44.9;5.2
LESCHES EN DIOIS ;44.6;5.533333
LIVRON SUR DROME ;44.766667;4.85
LORIOL SUR DROME ;44.75;4.816667
LUS LA CROIX HAUTE;44.666667;5.7
MALISSARD   ;44.9;4.966667
MANAS   ;44.6;4.983333
MANTHES   ;45.3;5
MARCHES   ;44.983333;5.1
MARGES   ;45.15;5.05
MARIGNAC EN DIOIS ;44.8;5.333333
MARSANNE   ;44.65;4.866667
MENGLON   ;44.666667;5.466667
MERCUROL   ;45.066667;4.9
MERINDOL LES OLIVIERS ;44.266667;5.166667
MEVOUILLON   ;44.233333;5.483333
MIRABEL AUX BARONNIES ;44.3;5.1
MIRABEL ET BLACONS ;44.716667;5.116667
MIRMANDE   ;44.683333;4.833333
MISCON   ;44.633333;5.533333
MOLIERES GLANDAZ  ;44.733333;5.4
MOLLANS SUR OUVEZE ;44.233333;5.2
MONTAUBAN SUR L OUVEZE;44.266667;5.5
MONTAULIEU   ;44.35;5.216667
MONTBOUCHER SUR JABRON ;44.55;4.8
MONTBRISON   ;44.441667;5.016667
MONTBRUN LES BAINS ;44.183333;5.433333
MONTCHENU   ;45.2;5.033333
MONTCLAR SUR GERVANNE ;44.75;5.15
MONTELEGER   ;44.866667;4.933333
MONTELIER   ;44.933333;5.033333
MONTELIMAR   ;44.566667;4.75
MONTFROC   ;44.183333;5.633333
MONTGUERS   ;44.283333;5.45
MONTJOUX   ;44.5;5.1
MONTJOYER   ;44.466667;4.85
MONTLAUR EN DIOIS ;44.633333;5.416667
MONTMAUR EN DIOIS ;44.683333;5.383333
MONTMEYRAN   ;44.833333;4.983333
MONTMIRAL   ;45.15;5.15
MONTOISON   ;44.783333;4.916667
MONTREAL LES SOURCES ;44.4;5.3
MONTRIGAUD   ;45.216667;5.133333
MONTSEGUR SUR LAUZON ;44.35;4.866667
MONTVENDRE   ;44.866667;5.016667
MORAS EN VALLOIRE ;45.283333;4.983333
MORNANS   ;44.6;5.116667
LA MOTTE CHALANCON ;44.483333;5.383333
LA MOTTE DE GALAURE;45.2;4.916667
LA MOTTE FANJAS ;45.05;5.266667
MOURS SAINT EUSEBE ;45.066667;5.05
MUREILS   ;45.2;4.933333
NYONS   ;44.366667;5.133333
OMBLEZE   ;44.866667;5.216667
ORCINAS   ;44.533333;5.133333
ORIOL EN ROYANS ;45;5.283333
OURCHES   ;44.8;5.033333
PARNANS   ;45.1;5.15
LE PEGUE  ;44.433333;5.05
PELONNE   ;44.383333;5.383333
PENNES LE SEC ;44.633333;5.316667
LA PENNE SUR L;44.25;5.216667
PEYRINS   ;45.083333;5.05
PEYRUS   ;44.916667;5.1
PIEGON   ;44.3;5.133333
PIEGROS LA CLASTRE ;44.683333;5.1
PIERRELATTE   ;44.383333;4.7
PIERRELONGUE   ;44.25;5.216667
